Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Monthly Charges,Total Charges,Tenure_Group,Num_Add_On_Services,Has_Online_Services,Avg_Monthly_Spend,Is_Long_Term_Contract,Internet Service_Fiber optic,Internet Service_No,Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check,Churn Label
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25.2,25.2,0,0,0,25.2,0,0,0,0,0,1,1
1,1,0,0,41,1,1,0,0,1,0,1,1,0,1,98.4,4187.75,2,3,0,102.14,0,1,0,0,1,0,1
1,1,1,0,66,1,1,1,1,1,1,1,0,2,0,79.4,5154.6,3,5,1,78.1,1,0,0,1,0,0,1
1,1,0,0,35,1,1,0,0,1,0,1,1,0,1,101.4,3496.3,2,3,0,99.89,0,1,0,0,1,0,1
1,1,1,0,10,1,1,0,0,1,0,0,1,0,1,89.8,914.3,0,2,0,91.43,0,1,0,0,1,0,1
1,0,1,0,54,1,0,1,1,1,1,1,1,2,0,109.75,6110.2,3,6,1,113.15,1,1,0,0,0,0,1
1,0,0,0,2,1,0,0,0,0,0,0,0,1,0,19.3,28.3,0,0,0,14.15,1,0,1,1,0,0,1
0,1,0,0,26,1,0,0,0,0,0,1,1,0,1,91.25,2351.8,2,2,0,90.45,0,1,0,0,1,0,1
0,0,0,0,15,1,1,0,0,0,0,0,0,0,1,49.1,679.55,1,0,0,45.3,0,0,0,0,1,0,1
0,0,0,0,31,1,1,1,0,1,1,0,0,0,0,65.25,1994.3,2,3,1,64.33,0,0,0,1,0,0,1
0,1,0,0,18,1,1,0,1,0,1,0,0,0,1,85.45,1505.85,1,2,1,83.66,0,1,0,0,1,0,1
1,0,1,0,61,1,1,0,1,0,1,1,0,2,1,94.1,5638.3,3,3,1,92.43,1,1,0,0,1,0,1
1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,71.65,71.65,0,0,0,71.65,0,1,0,0,1,0,1
1,0,1,0,24,1,1,0,1,1,0,1,1,0,1,104.65,2542.45,1,4,1,105.94,0,1,0,0,1,0,1
0,0,0,0,3,1,1,0,0,0,0,0,0,0,1,74.25,210.3,0,0,0,70.1,0,1,0,0,1,0,1
0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,74.2,74.2,0,0,0,74.2,0,1,0,0,1,0,1
1,1,1,0,43,1,1,0,1,0,0,1,1,0,1,101.0,4388.4,2,3,1,102.06,0,1,0,0,1,0,1
1,0,1,0,4,1,1,0,1,0,0,1,1,0,1,100.2,420.2,0,3,1,105.05,0,1,0,0,1,0,1
1,1,1,0,25,1,1,1,0,0,0,0,1,1,1,89.05,2177.45,2,2,1,87.1,1,1,0,0,1,0,1
0,0,1,0,57,1,0,1,0,0,0,1,1,1,1,70.1,3913.3,3,3,1,68.65,1,0,0,0,0,0,1
0,0,0,0,4,1,0,0,1,1,1,1,1,1,1,105.65,443.9,0,5,1,110.98,1,1,0,0,1,0,1
1,1,1,0,36,1,1,0,1,0,0,1,1,0,1,96.5,3436.1,2,3,1,95.45,0,1,0,0,1,0,1
1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,70.85,70.85,0,0,0,70.85,0,1,0,0,0,1,1
0,0,0,0,35,1,1,1,0,1,1,1,1,1,1,85.95,3110.1,2,5,1,88.86,1,0,0,1,0,0,1
1,0,0,0,4,1,0,0,0,1,0,0,0,0,1,73.9,280.85,0,1,0,70.21,0,1,0,0,1,0,1
0,0,1,0,58,1,1,1,1,1,0,1,1,2,1,109.45,6144.55,3,5,1,105.94,1,1,0,0,0,0,1
0,0,0,0,30,1,1,0,1,0,0,1,1,0,1,100.2,2983.8,2,3,1,99.46,0,1,0,0,1,0,1
0,0,1,0,21,1,0,0,1,0,0,0,0,0,1,74.05,1565.7,1,1,1,74.56,0,1,0,0,0,0,1
1,0,0,0,3,1,1,0,0,1,0,1,1,0,1,101.55,298.35,0,3,0,99.45,0,1,0,0,0,0,1
1,1,1,0,41,1,1,0,1,1,1,1,1,1,1,111.95,4534.9,2,5,1,110.61,1,1,0,0,1,0,1
0,0,1,0,21,0,0,1,0,1,0,1,1,1,1,55.95,1157.05,1,4,1,55.1,1,0,0,0,1,0,1
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,45.75,45.75,0,0,0,45.75,0,0,0,0,1,0,1
1,0,0,0,11,1,0,0,1,0,0,0,0,0,0,74.95,815.5,0,1,1,74.14,0,1,0,0,1,0,1
0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,80.15,80.15,0,1,0,80.15,0,1,0,1,0,0,1
0,0,1,0,72,1,1,0,1,1,1,1,1,1,1,109.25,8109.8,3,5,1,112.64,1,1,0,0,1,0,1
0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,35.2,108.95,0,1,0,36.32,0,0,0,1,0,0,1
0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,78.8,78.8,0,1,0,78.8,0,1,0,0,1,0,1
0,0,0,0,47,1,1,0,1,1,0,1,1,0,1,106.4,5127.95,2,4,1,109.11,0,1,0,0,1,0,1
1,0,0,0,18,1,0,1,0,0,0,0,0,0,0,49.4,874.8,1,1,1,48.6,0,0,0,0,1,0,1
1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,69.1,69.1,0,0,0,69.1,0,1,0,0,1,0,1
1,0,1,0,20,1,0,0,0,0,0,1,1,0,1,90.2,1776.55,1,2,0,88.83,0,1,0,0,1,0,1
0,0,0,0,6,1,1,0,0,0,0,1,1,0,1,93.55,536.4,0,2,0,89.4,0,1,0,0,0,0,1
1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,80.85,80.85,0,1,0,80.85,0,1,0,0,0,1,1
0,0,1,0,48,1,1,0,0,0,0,0,1,1,1,82.05,4029.95,2,1,0,83.96,1,1,0,0,0,1,1
1,0,1,0,3,1,0,0,0,0,0,0,0,0,1,20.55,51.15,0,0,0,17.05,0,0,1,1,0,0,1
0,1,0,0,2,1,1,0,0,1,0,0,0,0,1,78.55,149.55,0,1,0,74.78,0,1,0,0,1,0,1
0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,78.65,78.65,0,1,0,78.65,0,1,0,0,1,0,1
1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,42.9,42.9,0,0,0,42.9,0,0,0,0,1,0,1
0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,34.25,139.35,0,2,1,46.45,0,0,0,0,0,1,1
0,0,0,0,9,0,0,1,0,1,1,1,1,0,0,58.5,539.85,0,5,1,59.98,0,0,0,0,0,1,1
1,1,0,0,49,1,1,0,0,0,0,1,1,0,1,96.2,4718.25,3,2,0,96.29,0,1,0,0,1,0,1
0,1,0,0,6,1,0,0,0,1,0,0,0,0,0,74.4,434.1,0,1,0,72.35,0,1,0,0,1,0,1
0,0,1,0,6,1,1,0,1,1,0,1,1,0,1,105.3,545.2,0,4,1,90.87,0,1,0,0,1,0,1
1,0,1,0,16,1,1,0,0,0,0,0,0,0,1,73.85,1284.2,1,0,0,80.26,0,1,0,0,0,0,1
0,1,1,0,7,1,1,0,0,0,0,0,1,0,1,84.55,646.85,0,1,0,92.41,0,1,0,0,1,0,1
0,0,0,0,25,1,1,0,0,0,0,0,0,2,0,24.75,692.1,2,0,0,27.68,1,0,1,1,0,0,1
0,1,0,0,20,1,1,0,0,0,0,0,1,0,1,85.8,1727.5,1,1,0,86.38,0,1,0,1,0,0,1
0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,24.45,86.6,0,0,0,21.65,0,0,0,0,1,0,1
1,0,0,0,28,1,1,0,1,1,0,1,1,0,1,105.7,2979.5,2,4,1,106.41,0,1,0,0,1,0,1
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,24.25,24.25,0,0,0,24.25,0,0,0,0,1,0,1
0,0,0,0,11,1,1,0,0,0,0,0,0,0,1,76.5,837.95,0,0,0,76.18,0,1,0,0,1,0,1
0,0,0,0,4,1,1,0,1,0,1,0,1,0,1,93.5,362.2,0,3,1,90.55,0,1,0,0,1,0,1
0,1,1,0,54,1,1,0,1,0,0,1,1,1,1,101.5,5373.1,3,3,1,99.5,1,1,0,1,0,0,1
1,0,0,0,28,1,0,1,0,0,0,0,0,0,1,74.9,2068.55,2,1,1,73.88,0,1,0,0,0,0,1
0,1,0,0,2,1,0,0,0,0,0,0,0,0,1,69.6,131.65,0,0,0,65.82,0,1,0,0,1,0,1
1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,24.05,24.05,0,0,0,24.05,0,0,1,0,0,1,1
0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,50.55,50.55,0,1,1,50.55,0,0,0,0,1,0,1
1,0,0,0,14,1,1,0,1,0,0,1,1,0,1,100.55,1415.55,1,3,1,101.11,0,1,0,0,1,0,1
0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,20.5,20.5,0,0,0,20.5,0,0,1,0,0,1,1
1,0,0,0,4,1,0,0,0,1,0,0,0,0,1,74.8,321.9,0,1,0,80.47,0,1,0,0,0,0,1
0,0,1,0,20,0,0,0,0,0,0,0,0,0,1,24.45,482.8,1,0,0,24.14,0,0,0,0,1,0,1
0,0,0,0,14,1,0,0,0,0,0,0,0,0,1,71.0,914.0,1,0,0,65.29,0,1,0,1,0,0,1
0,1,0,0,30,0,0,0,0,1,0,1,0,0,1,40.3,1172.95,2,2,0,39.1,0,0,0,0,1,0,1
0,0,0,0,3,0,0,0,1,0,0,1,1,0,1,50.6,155.35,0,3,1,51.78,0,0,0,0,1,0,1
0,0,1,0,40,1,1,0,0,1,1,0,0,0,1,84.85,3303.05,2,2,0,82.58,0,1,0,0,1,0,1
0,0,1,1,2,1,0,0,0,0,0,1,1,0,0,65.7,134.35,0,2,0,67.18,0,0,0,0,0,1,1
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,70.5,70.5,0,0,0,70.5,0,1,0,0,1,0,1
0,0,0,0,10,1,1,0,1,1,0,0,1,0,1,94.85,953.45,0,3,1,95.34,0,1,0,0,1,0,1
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,19.75,19.75,0,0,0,19.75,0,0,1,0,0,1,1
1,0,1,1,14,1,0,1,1,0,0,1,0,0,1,65.45,937.6,1,3,1,66.97,0,0,0,0,1,0,1
1,1,1,0,58,1,1,0,0,1,0,1,1,0,1,98.7,5812.6,3,3,0,100.22,0,1,0,0,1,0,1
1,0,1,0,22,1,0,1,0,1,1,1,0,1,1,67.5,1544.05,1,4,1,70.18,1,0,0,0,0,0,1
0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,69.6,69.6,0,0,0,69.6,0,1,0,0,1,0,1
1,0,1,0,49,1,1,1,0,1,1,1,1,1,0,84.35,4059.35,3,5,1,82.84,1,0,0,0,1,0,1
0,1,1,0,68,1,1,0,1,0,0,1,1,0,1,100.2,6851.65,3,3,1,100.76,0,1,0,0,1,0,1
0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,78.05,78.05,0,1,0,78.05,0,1,0,0,1,0,1
1,0,0,0,7,1,1,0,0,0,0,0,0,0,0,73.6,520.0,0,0,0,74.29,0,1,0,0,1,0,1
0,0,0,0,9,1,1,0,0,0,0,0,0,0,1,74.75,706.6,0,0,0,78.51,0,1,0,0,1,0,1
1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,20.2,20.2,0,0,0,20.2,0,0,1,0,0,1,1
0,1,1,0,24,1,1,0,0,0,0,1,1,0,1,93.55,2264.05,1,2,0,94.34,0,1,0,0,1,0,1
1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,25.05,56.35,0,0,0,28.18,0,0,0,0,1,0,1
1,1,1,0,27,1,1,0,1,1,0,0,1,0,1,95.55,2510.2,2,3,1,92.97,0,1,0,0,1,0,1
1,0,0,0,57,0,0,0,1,0,0,1,0,0,1,39.3,2111.45,3,2,1,37.04,0,0,0,0,1,0,1
0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,20.25,20.25,0,0,0,20.25,0,0,1,0,0,1,1
0,0,0,0,13,0,0,0,0,0,0,0,0,0,1,23.9,300.8,1,0,0,23.14,0,0,0,0,1,0,1
0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,85.45,85.45,0,2,0,85.45,0,1,0,0,1,0,1
0,0,0,0,63,1,1,0,1,0,0,1,1,1,0,99.9,6137.0,3,3,1,97.41,1,1,0,0,0,0,1
1,0,0,0,25,1,1,0,0,0,0,0,1,0,1,84.8,2043.45,2,1,0,81.74,0,1,0,0,1,0,1
1,0,1,0,35,1,1,0,0,0,0,0,0,0,1,75.2,2576.2,2,0,0,73.61,0,1,0,0,1,0,1
1,0,1,0,71,0,0,0,1,0,0,1,1,2,0,49.35,3515.25,3,3,1,49.51,1,0,0,0,1,0,1
1,0,0,0,6,1,1,0,0,0,0,0,0,0,1,74.9,469.8,0,0,0,78.3,0,1,0,0,1,0,1
0,0,0,0,15,1,0,0,1,1,0,1,1,0,1,101.25,1457.25,1,4,1,97.15,0,1,0,0,1,0,1
1,0,0,0,9,1,0,0,0,0,0,0,0,0,1,18.95,185.6,0,0,0,20.62,0,0,1,0,0,1,1
0,0,0,0,37,0,0,0,0,0,1,0,0,0,0,28.6,973.55,2,1,0,26.31,0,0,0,1,0,0,1
0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,24.35,41.85,0,0,0,20.92,0,0,0,0,1,0,1
0,1,0,0,29,1,1,0,0,0,1,1,1,0,0,98.65,2862.75,2,3,0,98.72,0,1,0,0,1,0,1
1,1,1,0,5,1,1,0,0,1,0,0,0,0,1,79.9,343.95,0,1,0,68.79,0,1,0,0,0,0,1
0,1,0,0,28,1,1,0,0,1,1,1,1,0,1,103.3,2890.65,2,4,0,103.24,0,1,0,0,1,0,1
0,0,1,0,11,1,1,1,0,0,1,1,0,0,1,96.2,1222.05,0,3,1,111.1,0,1,0,1,0,0,1
1,0,1,0,55,1,1,0,0,1,1,1,1,1,1,104.15,5743.05,3,4,0,104.42,1,1,0,0,1,0,1
1,1,0,0,24,1,1,0,1,1,0,1,1,0,1,102.95,2496.7,1,4,1,104.03,0,1,0,1,0,0,1
0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,90.6,90.6,0,2,0,90.6,0,1,0,0,1,0,1
0,0,0,0,6,1,0,0,0,0,1,0,0,0,1,50.8,288.05,0,1,0,48.01,0,0,0,0,0,0,1
1,0,0,0,4,1,1,0,1,0,0,0,1,0,1,90.05,368.1,0,2,1,92.02,0,1,0,0,1,0,1
0,0,1,0,3,1,1,0,0,0,0,0,0,0,1,75.85,256.6,0,0,0,85.53,0,1,0,0,1,0,1
1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,68.5,68.5,0,0,0,68.5,0,1,0,0,1,0,1
1,0,0,0,11,1,0,1,0,0,0,0,0,0,1,73.5,791.75,0,1,1,71.98,0,1,0,0,1,0,1
0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,69.95,69.95,0,0,0,69.95,0,1,0,0,0,1,1
1,0,0,0,5,1,0,0,0,1,0,1,1,0,1,70.05,346.4,0,3,0,69.28,0,0,0,0,1,0,1
1,0,0,0,8,1,1,0,1,1,0,1,0,0,1,94.0,773.65,0,3,1,96.71,0,1,0,0,1,0,1
0,0,1,1,22,1,0,1,1,1,0,0,0,0,0,61.15,1422.05,1,3,1,64.64,0,0,0,0,0,1,1
1,0,1,0,29,1,1,1,1,0,0,0,0,0,1,84.45,2467.1,2,2,1,85.07,0,1,0,0,1,0,1
1,0,1,0,13,1,1,0,0,1,0,1,1,1,1,75.3,989.45,1,3,0,76.11,1,0,0,0,0,1,1
0,1,1,0,43,1,1,1,0,1,1,1,1,1,1,109.55,4830.25,2,5,1,112.33,1,1,0,0,0,1,1
0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,19.6,59.75,0,0,0,19.92,0,0,1,0,0,1,1
1,1,0,0,2,1,0,1,0,1,0,1,0,0,0,66.4,94.55,0,3,1,47.28,0,0,0,0,0,0,1
1,1,1,0,66,1,1,0,0,0,1,1,1,0,1,100.05,6871.9,3,3,0,104.12,0,1,0,1,0,0,1
1,0,0,0,62,1,1,1,1,0,1,0,1,1,0,102.0,6529.25,3,4,1,105.31,1,1,0,0,1,0,1
1,0,1,0,17,1,1,1,1,1,0,0,0,0,0,90.2,1454.15,1,3,1,85.54,0,1,0,1,0,0,1
1,0,1,0,56,1,1,0,0,0,0,0,0,2,1,25.15,1327.15,3,0,0,23.7,1,0,1,1,0,0,1
0,0,0,0,31,1,1,0,0,0,1,0,0,0,1,79.85,2404.15,2,1,0,77.55,0,1,0,1,0,0,1
0,0,0,0,2,1,0,0,1,0,0,0,0,0,1,49.6,114.7,0,1,1,57.35,0,0,0,0,0,1,1
0,1,1,0,66,1,1,0,0,1,1,1,1,1,1,105.95,6975.25,3,4,0,105.69,1,1,0,1,0,0,1
1,0,0,0,3,1,1,0,0,1,0,0,1,0,0,91.85,257.05,0,2,0,85.68,0,1,0,0,1,0,1
0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,40.1,40.1,0,2,0,40.1,0,0,0,0,1,0,1
0,1,0,0,31,1,1,0,0,0,0,0,0,0,1,73.9,2217.15,2,0,0,71.52,0,1,0,0,1,0,1
0,0,0,0,14,1,0,0,0,0,0,1,1,0,1,89.8,1129.1,1,2,0,80.65,0,1,0,0,0,1,1
0,0,1,1,35,1,1,1,0,1,1,1,0,0,0,72.25,2568.55,2,4,1,73.39,0,0,0,0,1,0,1
0,1,0,0,37,1,1,0,0,0,0,1,1,0,1,96.55,3580.3,2,2,0,96.76,0,1,0,0,1,0,1
0,0,0,0,7,0,0,0,1,0,0,0,1,0,1,40.1,293.3,0,2,1,41.9,0,0,0,1,0,0,1
1,1,0,0,24,1,1,0,1,0,0,1,1,0,1,101.25,2440.15,1,3,1,101.67,0,1,0,0,1,0,1
0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,79.55,79.55,0,1,0,79.55,0,1,0,0,1,0,1
0,0,0,0,32,1,1,0,0,0,0,1,0,1,0,84.05,2781.85,2,1,0,86.93,1,1,0,0,1,0,1
1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,89.1,89.1,0,2,0,89.1,0,1,0,0,1,0,1
0,0,1,0,17,1,1,1,0,1,0,1,0,0,0,94.4,1607.2,1,3,1,94.54,0,1,0,0,1,0,1
1,0,0,0,19,1,0,0,1,1,0,0,0,0,1,78.25,1490.95,1,2,1,78.47,0,1,0,0,1,0,1
1,1,0,0,2,1,0,0,0,0,0,0,0,0,1,44.15,92.65,0,0,0,46.32,0,0,0,0,1,0,1
0,1,0,0,8,1,1,0,0,0,0,0,0,0,1,75.75,606.25,0,0,0,75.78,0,1,0,0,1,0,1
0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,19.1,19.1,0,0,0,19.1,0,0,1,0,0,1,1
1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,80.3,80.3,0,1,1,80.3,0,1,0,0,1,0,1
0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,74.9,74.9,0,1,0,74.9,0,1,0,0,1,0,1
0,1,0,0,9,1,0,0,0,0,0,1,0,0,1,80.85,751.65,0,1,0,83.52,0,1,0,0,1,0,1
1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,24.75,66.95,0,0,0,22.32,0,0,0,0,1,0,1
0,1,0,0,49,1,1,0,0,1,0,0,1,0,1,90.85,4515.85,3,2,0,92.16,0,1,0,1,0,0,1
0,0,1,0,2,1,0,0,1,1,0,0,0,0,0,79.7,165.0,0,2,1,82.5,0,1,0,0,0,0,1
1,0,1,0,55,1,0,1,1,0,1,0,0,2,0,57.55,3046.4,3,3,1,55.39,1,0,0,0,0,0,1
0,0,1,0,21,1,1,0,0,0,0,0,1,0,1,86.5,1808.7,1,1,0,86.13,0,1,0,0,1,0,1
0,0,1,0,69,1,1,0,1,1,0,1,1,0,1,103.95,7446.9,3,4,1,107.93,0,1,0,0,1,0,1
1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,25.1,25.1,0,0,0,25.1,0,0,0,0,1,0,1
1,0,0,0,39,0,0,1,1,0,1,1,0,0,1,48.95,1880.85,2,4,1,48.23,0,0,0,1,0,0,1
1,0,1,0,6,1,0,0,1,0,0,0,1,0,1,83.55,477.55,0,2,1,79.59,0,1,0,1,0,0,1
0,1,0,0,17,1,0,0,1,1,0,1,0,0,1,89.15,1496.9,1,3,1,88.05,0,1,0,0,1,0,1
1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,70.45,70.45,0,0,0,70.45,0,1,0,0,0,1,1
1,0,1,0,58,1,0,1,1,1,0,0,0,1,0,60.3,3563.8,3,3,1,61.44,1,0,0,1,0,0,1
1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,24.75,24.75,0,0,0,24.75,0,0,0,0,1,0,1
1,0,1,0,19,1,1,0,0,1,1,1,1,0,0,103.3,2012.7,1,4,0,105.93,0,1,0,0,1,0,1
1,0,0,0,3,1,0,0,0,0,0,1,0,0,1,78.5,242.05,0,1,0,80.68,0,1,0,0,1,0,1
0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,19.85,63.75,0,0,0,21.25,0,0,1,0,0,1,1
1,1,0,0,3,1,0,0,0,0,0,1,0,0,1,79.9,260.9,0,1,0,86.97,0,1,0,0,1,0,1
0,1,0,0,30,1,1,0,1,0,0,1,1,0,1,99.7,2967.35,2,3,1,98.91,0,1,0,0,1,0,1
1,0,0,0,15,1,1,0,1,0,1,0,0,0,1,58.6,939.7,1,2,1,62.65,0,0,0,1,0,0,1
1,0,1,0,10,1,1,0,0,1,0,1,1,0,1,98.5,1037.75,0,3,0,103.78,0,1,0,0,1,0,1
0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,50.45,50.45,0,1,0,50.45,0,0,0,0,0,1,1
1,0,1,0,38,1,1,0,1,1,0,1,0,0,1,94.65,3624.3,2,3,1,95.38,0,1,0,0,1,0,1
0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,100.25,100.25,0,3,1,100.25,0,1,0,1,0,0,1
0,0,0,0,16,1,1,0,0,1,0,0,1,0,1,88.45,1422.1,1,2,0,88.88,0,1,0,0,1,0,1
1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,69.85,69.85,0,0,0,69.85,0,1,0,0,1,0,1
1,0,0,0,12,1,0,1,0,1,0,0,0,0,0,81.7,858.6,0,2,1,71.55,0,1,0,0,0,0,1
1,0,0,0,4,1,0,0,0,0,0,0,1,0,1,79.9,324.3,0,1,0,81.08,0,1,0,0,1,0,1
0,0,0,0,15,1,1,0,0,0,0,0,0,0,1,25.4,399.6,1,0,0,26.64,0,0,1,1,0,0,1
1,1,1,0,41,1,1,1,0,1,0,0,0,0,1,83.75,3273.55,2,2,1,79.84,0,1,0,0,0,0,1
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,20.9,20.9,0,0,0,20.9,0,0,1,0,0,1,1
0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,69.4,69.4,0,0,0,69.4,0,1,0,0,0,1,1
0,0,0,0,7,1,1,0,0,0,0,0,0,0,1,74.9,541.15,0,0,0,77.31,0,1,0,0,1,0,1
0,1,1,0,42,1,0,1,0,0,0,0,0,0,1,74.15,3229.4,2,1,1,76.89,0,1,0,1,0,0,1
0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,70.1,70.1,0,0,0,70.1,0,1,0,0,1,0,1
0,0,0,0,12,1,1,1,0,0,0,0,0,0,1,78.3,909.25,0,1,1,75.77,0,1,0,0,1,0,1
1,0,0,0,55,1,1,0,0,0,0,1,1,0,1,96.8,5283.95,3,2,0,96.07,0,1,0,0,1,0,1
0,0,0,0,17,1,1,1,1,0,0,1,0,0,1,94.4,1617.5,1,3,1,95.15,0,1,0,0,1,0,1
0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,84.3,84.3,0,2,1,84.3,0,1,0,0,1,0,1
0,1,1,0,72,1,1,1,1,1,1,1,1,2,0,92.45,6440.25,3,6,1,89.45,1,0,0,1,0,0,1
0,1,1,0,11,1,1,0,0,1,0,1,1,0,1,99.55,1131.2,0,3,0,102.84,0,1,0,0,1,0,1
1,1,0,0,8,1,1,0,0,1,0,0,0,0,1,81.25,585.95,0,1,0,73.24,0,1,0,0,1,0,1
1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,19.95,19.95,0,0,0,19.95,0,0,1,0,0,0,1
1,0,1,0,23,1,1,1,1,1,0,1,0,0,1,99.25,2186.4,1,4,1,95.06,0,1,0,0,1,0,1
0,0,0,0,39,1,0,0,0,1,1,0,0,2,1,80.45,3201.55,2,2,0,82.09,1,1,0,0,1,0,1
1,0,1,0,9,1,1,0,0,1,0,0,0,0,1,79.35,661.25,0,1,0,73.47,0,1,0,0,0,0,1
0,0,0,0,15,1,1,0,1,0,0,0,0,0,1,79.75,1111.85,1,1,1,74.12,0,1,0,0,1,0,1
0,0,1,0,30,1,1,0,0,1,0,1,1,0,1,100.05,3046.15,2,3,0,101.54,0,1,0,0,1,0,1
1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,69.35,69.35,0,0,0,69.35,0,1,0,0,1,0,1
0,0,0,0,3,1,0,0,0,0,1,0,1,0,0,85.8,272.2,0,2,0,90.73,0,1,0,0,1,0,1
1,0,1,0,67,1,1,1,0,1,0,1,1,2,1,79.7,5293.4,3,4,1,79.01,1,0,0,0,1,0,1
0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,50.55,50.55,0,0,0,50.55,0,0,0,0,0,1,1
1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,80.55,80.55,0,1,0,80.55,0,1,0,0,1,0,1
0,0,1,0,12,1,1,0,1,1,0,0,0,0,1,84.5,916.9,0,2,1,76.41,0,1,0,0,1,0,1
0,0,0,0,22,1,0,0,1,0,0,0,1,0,1,84.3,1855.65,1,2,1,84.35,0,1,0,0,0,1,1
1,0,0,0,2,1,0,0,0,0,0,0,0,0,1,67.75,116.65,0,0,0,58.32,0,1,0,0,1,0,1
0,1,0,0,27,1,1,0,0,0,0,0,1,0,1,85.25,2287.25,2,1,0,84.71,0,1,0,0,1,0,1
0,0,0,0,10,1,1,0,1,0,0,0,0,0,1,80.05,830.7,0,1,1,83.07,0,1,0,0,0,0,1
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,20.0,20.0,0,0,0,20.0,0,0,1,0,0,1,1
0,0,0,0,22,1,0,1,0,0,0,0,0,0,1,48.8,1054.6,1,1,1,47.94,0,0,0,1,0,0,1
0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,85.05,85.05,0,1,0,85.05,0,1,0,0,1,0,1
0,0,1,0,21,1,0,0,1,1,1,1,1,0,1,102.8,2110.15,1,5,1,100.48,0,1,0,0,1,0,1
0,0,0,0,6,1,0,0,0,1,1,1,1,0,1,99.95,547.65,0,4,0,91.28,0,1,0,0,0,1,1
1,0,1,0,72,1,1,1,1,1,1,1,1,1,1,117.8,8684.8,3,6,1,120.62,1,1,0,0,0,0,1
0,1,0,0,54,1,1,0,1,0,0,0,0,0,1,79.5,4370.25,3,1,1,80.93,0,1,0,0,1,0,1
1,0,1,0,3,1,1,0,0,0,1,0,0,0,1,79.65,251.75,0,1,0,83.92,0,1,0,0,0,0,1
1,0,0,0,8,1,0,0,0,1,0,1,1,0,1,94.7,740.3,0,3,0,92.54,0,1,0,0,1,0,1
1,0,0,0,5,1,1,0,0,1,0,1,0,0,1,92.5,452.7,0,2,0,90.54,0,1,0,0,1,0,1
0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,19.45,19.45,0,0,0,19.45,0,0,1,0,0,1,1
